"MAKE_NEW","NEW_MODEL","car_type","n"
"SOLITUDE","GRAND","OTHER",1
"SONNTAG","HAULER","OTHER",1
"SONRAYS LLC","1","OTHER",1
"SOON","LS","OTHER",1
"SOONER","4","OTHER",1
"SOONER","RACING","OTHER",1
"SOONER","TRAILER","OTHER",1
"SOTHWEST","GOOSE","OTHER",1
"SOUT","F/B","OTHER",1
"SOUTH","GA","OTHER",1
"SOUTH","WIND","OTHER",1
"SOUTH EASTERN STEEL","CHOPPERS","OTHER",1
"SOUTH GA","CARGO","OTHER",1
"SOUTH WEST","GOOSENECK","OTHER",1
"SOUTHERN GEORGIA","TRAILER","OTHER",1
"SOUTHWEST","20","OTHER",1
"SOUTHWEST","46'","OTHER",1
"SOUTHWEST","GOOSENECK","OTHER",3
"SOUTHWEST","TRAILER","OTHER",1
"SOUTHWEST","UTILITY","OTHER",1
"SOUTHWESTGOOSENEK","TRAILOR","OTHER",1
"SP","240","OTHER",1
"SPA","TRAILER","OTHER",1
"SPARE","SPARE","OTHER",2
"SPARE TIRE","SPARE","OTHER",1
"SPART","TRAILER","OTHER",1
"SPARTAN","CARGO","OTHER",1
"SPARTAN","SPARTAN","OTHER",1
"SPARTAN","TRAILER","OTHER",1
"SPCO","TL","OTHER",1
"SPECIAL","BUGGY","OTHER",1
"SPECIAL","CONSTRUCTION","OTHER",1
"SPECIAL","TRAILER","OTHER",1
"SPECIALTY","CONSTRUCTION","OTHER",2
"SPECT","SEMI","OTHER",1
"SPEED","BOAT","OTHER",1
"SPENCER","CAR","OTHER",1
"SPIDER","CANAM","OTHER",1
"SPINDLE","SPINDLE","OTHER",1
"SPINGDALE","TRAVEL","OTHER",1
"SPIRIT","TAMDEN","OTHER",1
"SPOT/BT","TRAILER","OTHER",1
"SPR1","SUMMERLAND","OTHER",1
"SPREE","310RKS","OTHER",1
"SPREE","RXZ","OTHER",1
"SPRI","CT","OTHER",3
"SPRI","TVL","OTHER",1
"SPRIN","CAMPER","OTHER",1
"SPRING DALE","26","OTHER",1
"SPRING DALE","TANDEM","OTHER",1
"SPRINGBROOK","TRAVEL","OTHER",1
"SPRINGER","CAMPER","OTHER",1
"SPRINT","RV","OTHER",1
"SPRINT","TRAVEL","OTHER",1
"SPRORTSTER","CUSTOM","OTHER",1
"SPYDER","M/CYCLE","OTHER",1
"SQUARE BOX","TRAILER","OTHER",1
"SRT","VIPER","OTHER",23
"SS","SAND","OTHER",1
"SSR","INTERCEPTOR","OTHER",1
"STAFF","FLAG","OTHER",1
"STAGE","TRAILER","OTHER",1
"STANDARD","BOAT","OTHER",1
"STANDARD","TRAILER","OTHER",1
"STANTON","TRAILER","OTHER",1
"STAO","BUS","OTHER",1
"STAR","48-2","OTHER",1
"STAR","CRAFT","OTHER",2
"STAR","CT","OTHER",1
"STAR","TRAILER","OTHER",2
"STAR","TRAVEL","OTHER",3
"STAR LITE","HORSE","OTHER",1
"STARC","STARFLYE","OTHER",1
"STARC","TRAILER","OTHER",2
"STARLINE","BOAT","OTHER",1
"STARLITE","TRAILER","OTHER",1
"STARWELD","20","OTHER",1
"STCR","GOLF","OTHER",1
"STE","UTILITY","OTHER",1
"STEAL","C7X14SL","OTHER",1
"STEALTH","BLACKHAWK","OTHER",2
"STEALTH","C7X14S","OTHER",1
"STEALTH","TRAILER","OTHER",2
"STEALTH","UTILITY","OTHER",1
"STEEL","FLATBED","OTHER",1
"STEEL","TRAILER","OTHER",2
"STEEL","WHEEL","OTHER",1
"STEELCO","BOAT","OTHER",1
"STEELCO","SPORTSMAN","OTHER",1
"STEERING","KNUCKLE","OTHER",1
"STELLA","100","OTHER",1
"STELLA","MODEL1","OTHER",1
"STELLA","STELLA","OTHER",1
"STERLING","360","OTHER",1
"STERLING","400","OTHER",1
"STERLING","5500","OTHER",2
"STERLING","825","OTHER",5
"STERLING","827","OTHER",6
"STERLING","ACTERA","OTHER",1
"STERLING","BULLET","OTHER",2
"STERLING","FLAT","OTHER",1
"STERLING","L8500","OTHER",1
"STERLING","TRUCK","OTHER",1
"STERLING","WILDCAT","OTHER",1
"STINGER","HORSE","OTHER",1
"STOCK","TRAILER","OTHER",9
"STOCK","UTILITY","OTHER",1
"STOHL","TRAILER","OTHER",1
"STONE","18FT","OTHER",1
"STONERIDGE","KZ","OTHER",1
"STORAGE","TRAILER","OTHER",1
"STORM","28MS","OTHER",1
"STORM","FLEETWOOD","OTHER",1
"STR","ATM","OTHER",1
"STRATOS","295","OTHER",1
"STRATUS","BOAT","OTHER",3
"STREAMLINE","SAFARI","OTHER",1
"STREAMLINE","SPORT","OTHER",1
"STREAMLITE","SPORT","OTHER",1
"STREET GLIDE","HARLEY","OTHER",1
"STREET GLIDE","MOTOR","OTHER",1
"STROLLER","STROLLER","OTHER",1
"STRONG BOX","N/A","OTHER",1
"STUMP GRINDER","250","OTHER",1
"SU","LITE","OTHER",1
"SU/TR","N/A","OTHER",1
"SU/TR","TRAILER","OTHER",1
"SUA","26B","OTHER",1
"SUBARU","1800","OTHER",2
"SUBARU","2.5","OTHER",3
"SUBARU","ASCENT","OTHER",46
"SUBARU","B9","SUV",3784
"SUBARU","BAJA","TRUCK",2692
"SUBARU","BOX","OTHER",1
"SUBARU","BRAT","OTHER",50
"SUBARU","BRZ","SPORT",3639
"SUBARU","CROSSTREK","SUV",6262
"SUBARU","DL","OTHER",35
"SUBARU","FORESTER","SUV",121529
"SUBARU","GL","COMPACT",176
"SUBARU","GL-10","OTHER",14
"SUBARU","GLF","OTHER",1
"SUBARU","IMPREA","OTHER",1
"SUBARU","IMPREZA","SPORT",89148
"SUBARU","JUSTY","OTHER",62
"SUBARU","LEGACY","MID",69976
"SUBARU","LOYALE","COMPACT",221
"SUBARU","OUTBAC","OTHER",1
"SUBARU","OUTBACK","MID",130100
"SUBARU","RX","OTHER",2
"SUBARU","SAMBAR","OTHER",1
"SUBARU","STANDARD","OTHER",10
"SUBARU","SUBARU","OTHER",1
"SUBARU","SVX","SPORT",205
"SUBARU","TRIBECA","SUV",3636
"SUBARU","WREX","OTHER",1
"SUBARU","WRX","SPORT",10800
"SUBARU","XT","OTHER",26
"SUBARU","XV","SUV",16473
"SUCCO","TRAILER","OTHER",1
"SUIZKI","MC","OTHER",1
"SUK","BLVD","OTHER",1
"SUKI","GXSR","OTHER",1
"SUL","750DTQ","OTHER",1
"SUMMERSET","TRAVEL","OTHER",1
"SUN","HORSE","OTHER",1
"SUN","UTILITY","OTHER",1
"SUN DOWNER","FLAT","OTHER",1
"SUN DOWNER","HORSE","OTHER",1
"SUN LINE","SOLAR","OTHER",1
"SUN SET CREEK","TRAVLE","OTHER",1
"SUN SHINE","GANS8","OTHER",1
"SUN STREAM","GOLF","OTHER",1
"SUN STREAM","MOTOR","OTHER",1
"SUN TRACKER","BOAT","OTHER",2
"SUN TRACKER","TRAIL","OTHER",1
"SUN TRACKER","TRAILER","OTHER",2
"SUN VALLEY","21VH","OTHER",1
"SUNBELT","UTILITY","OTHER",1
"SUNBIRD","TRAILER","OTHER",1
"SUNCH","LOUNGER","OTHER",1
"SUNCRUZ","TRAILER","OTHER",1
"SUND","HE","OTHER",2
"SUND","TRAILER","OTHER",1
"SUND","VN","OTHER",1
"SUNDANCE","3270RES","OTHER",1
"SUNDANCE","3280RES","OTHER",1
"SUNDANCE","CT","OTHER",1
"SUNDANCE","HE","OTHER",2
"SUNDANCE","HORSE","OTHER",2
"SUNDANCER","5TH","OTHER",1
"SUNDOWER","727","OTHER",1
"SUNDOWN","TRAILER","OTHER",1
"SUNDOWNER",".","OTHER",1
"SUNDOWNER","3","OTHER",1
"SUNDOWNER","40","OTHER",1
"SUNDOWNER","6HORSE","OTHER",1
"SUNDOWNER","727","OTHER",1
"SUNDOWNER","CHARTER","OTHER",2
"SUNDOWNER","DUAL","OTHER",1
"SUNDOWNER","ENCLOSED","OTHER",1
"SUNDOWNER","GRAND SIERRA","OTHER",1
"SUNDOWNER","HAULER","OTHER",1
"SUNDOWNER","HE","OTHER",2
"SUNDOWNER","HOG","OTHER",1
"SUNDOWNER","HORSE","OTHER",4
"SUNDOWNER","SPORTMAN","OTHER",2
"SUNDOWNER","STOCK","OTHER",1
"SUNDOWNER","STOCKMAN","OTHER",1
"SUNDOWNER","SUNDOWNER","OTHER",1
"SUNDOWNER","SUNLIGHT","OTHER",1
"SUNDOWNER","SUPER","OTHER",1
"SUNDOWNER","TRAILER","OTHER",8
"SUNDOWNER","VALUELIGHT","OTHER",1
"SUNFIRE","TRAILER","OTHER",1
"SUNLIGHT","SUNDOWNER","OTHER",1
"SUNLINE","CAMPER","OTHER",1
"SUNLINE","HOUSE","OTHER",1
"SUNLINE","Q","OTHER",1
"SUNLINE","SOLARIS","OTHER",1
"SUNLINE","TD1980","OTHER",1
"SUNLINE","TRAILER","OTHER",1
"SUNNY","BROOK","OTHER",1
"SUNNY","SCOOTER","OTHER",1
"SUNNY BRK","MOBILE","OTHER",1
"SUNNY BROOK","3455CK","OTHER",1
"SUNNY BROOK","5TH","OTHER",1
"SUNNY BROOK","HARMONY","OTHER",1
"SUNNY BROOK","MABIL","OTHER",1
"SUNNY BROOK","MOBILE","OTHER",1
"SUNNY BROOK","RV","OTHER",1
"SUNNY BROOK","SUNNY","OTHER",1
"SUNNY BROOK","TRAVEL","OTHER",1
"SUNNYBROOK","CAMPER","OTHER",1
"SUNNYBROOK","MOBILE","OTHER",2
"SUNNYBROOK","MOBILSCOUT","OTHER",1
"SUNNYBROOK","TRAVEL","OTHER",1
"SUNO","MH","OTHER",1
"SUNRISE","ITASCA","OTHER",1
"SUNS","CT","OTHER",2
"SUNSE","TRAVEL","OTHER",1
"SUNSEEKER","3100SSFORD","OTHER",1
"SUNSEEKER","FOREST","OTHER",1
"SUNSEEKER","RV","OTHER",1
"SUNSET","4DC","OTHER",1
"SUNSET","CT","OTHER",1
"SUNSET","TRAIL","OTHER",2
"SUNSET CREEK","TRAVEL","OTHER",2
"SUNSHINE","ENCLOSED","OTHER",1
"SUNSHINE","TRAILER","OTHER",2
"SUNTRACKER","BASS","OTHER",1
"SUNTRACKER","BOAT","OTHER",1
"SUNTRACKER","FISHING","OTHER",1
"SUNTRACKER","PONTOON","OTHER",1
"SUNTRIKE","SCOOTER","OTHER",1
"SUPER","TRAILER","OTHER",2
"SUPER","UTILITY","OTHER",2
"SUPERFORMANCE","COBRA","OTHER",1
"SUPERIOR","18","OTHER",1
"SUPERIOR","DIAMOND","OTHER",1
"SUPERIOR","TRAILER","OTHER",10
"SUPERIOR","TRAILOR","OTHER",1
"SUPERIOR","UTILITY","OTHER",1
"SUPERLITE","COUPE","OTHER",1
"SUPERLITE","TRAILER","OTHER",1
"SUPRA","24","OTHER",1
"SUPRA","BOAT","OTHER",2
"SUPREME","10","OTHER",1
"SUPURA","BOAT","OTHER",1
"SURE","TRAC","OTHER",1
"SURE","TRAILER","OTHER",1
"SURE TRACK","TRAILER","OTHER",2
"SURE-TRAC","OPEN","OTHER",1
"SURE-TRAC","TRAILER","OTHER",1
"SURET","TRAILER","OTHER",1
"SURETRACK","TRAILER","OTHER",1
"SURETREC","TUBETOP","OTHER",1
"SURFSIDE","NATIONAL","OTHER",1
"SUTPHEN","FIRETRUCK","OTHER",1
"SUV","TRAILER","OTHER",1
"SUXUKI","GXSR750R","OTHER",1
"SUZUKI","<MODEL>","OTHER",1
"SUZUKI","1000","OTHER",6
"SUZUKI","1000GSXR","OTHER",1
"SUZUKI","109R","OTHER",1
"SUZUKI","1300","OTHER",6
"SUZUKI","1300R","OTHER",1
"SUZUKI","1500","OTHER",1
"SUZUKI","1800CC","OTHER",1
"SUZUKI","2","OTHER",1
"SUZUKI","250","OTHER",2
"SUZUKI","3500","OTHER",1
"SUZUKI","600","OTHER",5
"SUZUKI","636CC","OTHER",1
"SUZUKI","650","OTHER",8
"SUZUKI","650S","OTHER",2
"SUZUKI","650SV","OTHER",1
"SUZUKI","6SXR600","OTHER",1
"SUZUKI","750","OTHER",11
"SUZUKI","800K","OTHER",1
"SUZUKI","805CC","OTHER",1
"SUZUKI","850","OTHER",1
"SUZUKI","AERIO","COMPACT",5212
"SUZUKI","ALTO","OTHER",1
"SUZUKI","AN","OTHER",1
"SUZUKI","AN400","OTHER",8
"SUZUKI","AN400K3","OTHER",1
"SUZUKI","AN400K8","OTHER",2
"SUZUKI","AN650","OTHER",1
"SUZUKI","AN650A","OTHER",1
"SUZUKI","B","OTHER",4
"SUZUKI","BALUSA","OTHER",1
"SUZUKI","BANDIT","OTHER",11
"SUZUKI","BERGMAN","OTHER",2
"SUZUKI","BIKE","OTHER",7
"SUZUKI","BIRDMAN","OTHER",1
"SUZUKI","BLO","OTHER",1
"SUZUKI","BLV","OTHER",1
"SUZUKI","BLVD","OTHER",37
"SUZUKI","BLVD.","OTHER",1
"SUZUKI","BOLAVARD","OTHER",1
"SUZUKI","BOLGA","OTHER",1
"SUZUKI","BOUL","OTHER",1
"SUZUKI","BOULAVARD","OTHER",4
"SUZUKI","BOULDVARD","OTHER",1
"SUZUKI","BOULEVARD","OTHER",57
"SUZUKI","BOULIVARD","OTHER",1
"SUZUKI","BOULOVARD","OTHER",1
"SUZUKI","BOULVARD","OTHER",3
"SUZUKI","BOX","OTHER",6
"SUZUKI","BULAVARD","OTHER",3
"SUZUKI","BULIVARD","OTHER",1
"SUZUKI","BUOLEVARDE","OTHER",1
"SUZUKI","BURGMA","OTHER",1
"SUZUKI","BURGMAN","OTHER",18
"SUZUKI","BUSA","OTHER",4
"SUZUKI","BUSUA","OTHER",1
"SUZUKI","BUYABUSA","OTHER",1
"SUZUKI","C-50","OTHER",2
"SUZUKI","C109R","OTHER",2
"SUZUKI","C50","OTHER",28
"SUZUKI","C50/T/C","OTHER",2
"SUZUKI","C50CK7","OTHER",1
"SUZUKI","C50T","OTHER",4
"SUZUKI","C90","OTHER",7
"SUZUKI","C90T","OTHER",10
"SUZUKI","CANTA","OTHER",1
"SUZUKI","CAPUCCINO","OTHER",1
"SUZUKI","CARRIE","OTHER",1
"SUZUKI","CARRY","OTHER",2
"SUZUKI","CM50","OTHER",1
"SUZUKI","CR109","OTHER",1
"SUZUKI","CRX","OTHER",1
"SUZUKI","CT90","OTHER",1
"SUZUKI","CUTONA","OTHER",1
"SUZUKI","CX10","OTHER",1
"SUZUKI","D1650","OTHER",3
"SUZUKI","DIRT","OTHER",1
"SUZUKI","DL","OTHER",5
"SUZUKI","DL-650","OTHER",1
"SUZUKI","DL1000","OTHER",7
"SUZUKI","DL650","OTHER",8
"SUZUKI","DL650AL6","OTHER",1
"SUZUKI","DL650K","OTHER",1
"SUZUKI","DR","OTHER",10
"SUZUKI","DR-650","OTHER",2
"SUZUKI","DR-Z","OTHER",2
"SUZUKI","DR-Z400","OTHER",1
"SUZUKI","DR-Z400S","OTHER",1
"SUZUKI","DR-Z400SK","OTHER",1
"SUZUKI","DR-Z400SM","OTHER",3
"SUZUKI","DR200","OTHER",1
"SUZUKI","DR250","OTHER",1
"SUZUKI","DR350","OTHER",2
"SUZUKI","DR650","OTHER",13
"SUZUKI","DR650S","OTHER",4
"SUZUKI","DR650SE","OTHER",5
"SUZUKI","DRZ","OTHER",14
"SUZUKI","DRZ-400SM","OTHER",1
"SUZUKI","DRZ400","OTHER",10
"SUZUKI","DRZ400S","OTHER",5
"SUZUKI","DRZ400SM","OTHER",2
"SUZUKI","DT150S","OTHER",1
"SUZUKI","DUAL","OTHER",1
"SUZUKI","DUNE","OTHER",1
"SUZUKI","DZ600","OTHER",1
"SUZUKI","EIGER","OTHER",2
"SUZUKI","ENDURO","OTHER",1
"SUZUKI","EQUATOR","TRUCK",975
"SUZUKI","ESTEEM","COMPACT",1297
"SUZUKI","FORENZA","COMPACT",12174
"SUZUKI","FX","OTHER",1
"SUZUKI","GJXR680","OTHER",1
"SUZUKI","GLADIOUS","OTHER",1
"SUZUKI","GLADIUS","OTHER",5
"SUZUKI","GLXR","OTHER",1
"SUZUKI","GN","OTHER",1
"SUZUKI","GRAND VITARA","SUV",15398
"SUZUKI","GRXR","OTHER",1
"SUZUKI","GS","OTHER",10
"SUZUKI","GS-R750","OTHER",1
"SUZUKI","GS1000","OTHER",1
"SUZUKI","GS1000SZ","OTHER",1
"SUZUKI","GS1100","OTHER",1
"SUZUKI","GS1100ES","OTHER",1
"SUZUKI","GS1200","OTHER",1
"SUZUKI","GS250","OTHER",1
"SUZUKI","GS450","OTHER",1
"SUZUKI","GS500","OTHER",8
"SUZUKI","GS500E","OTHER",1
"SUZUKI","GS500F","OTHER",4
"SUZUKI","GS500FK","OTHER",1
"SUZUKI","GS500S","OTHER",1
"SUZUKI","GS600F","OTHER",1
"SUZUKI","GS650GL","OTHER",1
"SUZUKI","GS6R","OTHER",1
"SUZUKI","GS750","OTHER",1
"SUZUKI","GSF","OTHER",2
"SUZUKI","GSF1200","OTHER",3
"SUZUKI","GSF1200/S","OTHER",1
"SUZUKI","GSF1200S","OTHER",1
"SUZUKI","GSF1250","OTHER",1
"SUZUKI","GSF1250SA","OTHER",1
"SUZUKI","GSF400","OTHER",1
"SUZUKI","GSK","OTHER",2
"SUZUKI","GSKR700","OTHER",1
"SUZUKI","GSKX600","OTHER",1
"SUZUKI","GSR","OTHER",3
"SUZUKI","GSR1300R","OTHER",1
"SUZUKI","GSX","OTHER",80
"SUZUKI","GSX-","OTHER",1
"SUZUKI","GSX-1300","OTHER",1
"SUZUKI","GSX-1300R","OTHER",2
"SUZUKI","GSX-750R","OTHER",1
"SUZUKI","GSX-R","OTHER",24
"SUZUKI","GSX-R1000","OTHER",3
"SUZUKI","GSX-R1000C","OTHER",1
"SUZUKI","GSX-R600","OTHER",8
"SUZUKI","GSX-R600K","OTHER",1
"SUZUKI","GSX-R600K6","OTHER",1
"SUZUKI","GSX-R750","OTHER",5
"SUZUKI","GSX-T600","OTHER",1
"SUZUKI","GSX130","OTHER",1
"SUZUKI","GSX1300","OTHER",2
"SUZUKI","GSX1300R","OTHER",15
"SUZUKI","GSX600","OTHER",3
"SUZUKI","GSX600F","OTHER",5
"SUZUKI","GSX650F","OTHER",2
"SUZUKI","GSX750","OTHER",1
"SUZUKI","GSX750F","OTHER",1
"SUZUKI","GSX750FKA","OTHER",1
"SUZUKI","GSXF650","OTHER",1
"SUZUKI","GSXR","MOTORCYCLE",150
"SUZUKI","GSXR-1000","OTHER",1
"SUZUKI","GSXR-600","OTHER",1
"SUZUKI","GSXR-R750","OTHER",1
"SUZUKI","GSXR10","OTHER",1
"SUZUKI","GSXR100","OTHER",1
"SUZUKI","GSXR1000","OTHER",8
"SUZUKI","GSXR1300","OTHER",4
"SUZUKI","GSXR1300R","OTHER",1
"SUZUKI","GSXR1340","OTHER",1
"SUZUKI","GSXR600","OTHER",20
"SUZUKI","GSXR600K","OTHER",1
"SUZUKI","GSXR750","OTHER",9
"SUZUKI","GSXR750L7","OTHER",1
"SUZUKI","GSXS","OTHER",1
"SUZUKI","GSZ-R1000","OTHER",1
"SUZUKI","GT74","OTHER",1
"SUZUKI","GV1200","OTHER",1
"SUZUKI","GW","OTHER",2
"SUZUKI","GW250","OTHER",1
"SUZUKI","GW250Z","OTHER",1
"SUZUKI","GXER","OTHER",1
"SUZUKI","GXR","OTHER",3
"SUZUKI","GXR1300","OTHER",1
"SUZUKI","GXR600","OTHER",1
"SUZUKI","GXR67","OTHER",1
"SUZUKI","GXS","OTHER",1
"SUZUKI","GXS-R","OTHER",1
"SUZUKI","GXSR","OTHER",7
"SUZUKI","GXXR","OTHER",1
"SUZUKI","GZ","OTHER",5
"SUZUKI","GZ250","OTHER",3
"SUZUKI","GZ250K","OTHER",1
"SUZUKI","H","OTHER",1
"SUZUKI","HABUSA","OTHER",1
"SUZUKI","HAY","OTHER",1
"SUZUKI","HAYABASA","OTHER",1
"SUZUKI","HAYABSA","OTHER",1
"SUZUKI","HAYABUSA","OTHER",31
"SUZUKI","HAYABUSSA","OTHER",1
"SUZUKI","HAYBUSA","OTHER",2
"SUZUKI","HAYUBUSA","OTHER",1
"SUZUKI","HD2500","OTHER",1
"SUZUKI","HHYBUSA","OTHER",1
"SUZUKI","HI","OTHER",1
"SUZUKI","HIBUSA","OTHER",1
"SUZUKI","HUBSUBA","OTHER",1
"SUZUKI","HYABUSA","OTHER",6
"SUZUKI","HYBUSA","OTHER",2
"SUZUKI","INTERPER","OTHER",1
"SUZUKI","INTERUDER","OTHER",1
"SUZUKI","INTRUDER","OTHER",35
"SUZUKI","INTURDER","OTHER",1
"SUZUKI","JIXTER","OTHER",1
"SUZUKI","JSXR","OTHER",3
"SUZUKI","K6R","OTHER",1
"SUZUKI","KATANA","OTHER",25
"SUZUKI","KATANO","OTHER",1
"SUZUKI","KATAUNA","OTHER",1
"SUZUKI","KAWASAKI","OTHER",2
"SUZUKI","KITANA","OTHER",1
"SUZUKI","KIZASHI","MID",3454
"SUZUKI","KLR650","OTHER",1
"SUZUKI","LC","OTHER",1
"SUZUKI","LS","OTHER",2
"SUZUKI","LS650","OTHER",6
"SUZUKI","LS650PK","OTHER",3
"SUZUKI","LTR450","OTHER",1
"SUZUKI","M","OTHER",1
"SUZUKI","M-50","OTHER",1
"SUZUKI","M/C","OTHER",3
"SUZUKI","M/CYCLE","OTHER",2
"SUZUKI","M109","OTHER",7
"SUZUKI","M109R","OTHER",9
"SUZUKI","M50","OTHER",14
"SUZUKI","M50BK5","OTHER",1
"SUZUKI","M50ZK8","OTHER",1
"SUZUKI","MADURA","OTHER",1
"SUZUKI","MARADER","OTHER",1
"SUZUKI","MARAUDER","OTHER",2
"SUZUKI","MARUDER","OTHER",1
"SUZUKI","MAURADER","OTHER",1
"SUZUKI","MC","OTHER",1
"SUZUKI","MDB51T","OTHER",1
"SUZUKI","MINI","OTHER",1
"SUZUKI","MOTOR","OTHER",4
"SUZUKI","MOTORCYCLE","OTHER",24
"SUZUKI","MOTORCYLCE","OTHER",1
"SUZUKI","MURRADA","OTHER",1
"SUZUKI","N50","OTHER",1
"SUZUKI","NINJA","OTHER",1
"SUZUKI","NPR","OTHER",8
"SUZUKI","R6","OTHER",1
"SUZUKI","RAM-LIN","OTHER",1
"SUZUKI","RENO","COMPACT",2485
"SUZUKI","RF900","OTHER",1
"SUZUKI","RGSX","OTHER",1
"SUZUKI","RMX","OTHER",1
"SUZUKI","RS","OTHER",1
"SUZUKI","S-CROSS","OTHER",1
"SUZUKI","S40","OTHER",4
"SUZUKI","S50","OTHER",1
"SUZUKI","S83","OTHER",1
"SUZUKI","SAMURAI","SUV",387
"SUZUKI","SAVAGE","OTHER",6
"SUZUKI","SB650","OTHER",1
"SUZUKI","SFV","OTHER",2
"SUZUKI","SFV500","OTHER",1
"SUZUKI","SFV650","OTHER",1
"SUZUKI","SIDEKICK","SUV",1005
"SUZUKI","SJ410","OTHER",2
"SUZUKI","SP","OTHER",1
"SUZUKI","SSXR","OTHER",1
"SUZUKI","SUZUKI","OTHER",3
"SUZUKI","SV","OTHER",13
"SUZUKI","SV1000","OTHER",5
"SUZUKI","SV1000S","OTHER",1
"SUZUKI","SV1000SK3","OTHER",1
"SUZUKI","SV65","OTHER",1
"SUZUKI","SV650","OTHER",29
"SUZUKI","SV650A","OTHER",1
"SUZUKI","SV650S","OTHER",7
"SUZUKI","SVS","OTHER",1
"SUZUKI","SWIFT","COMPACT",327
"SUZUKI","SX1","OTHER",1
"SUZUKI","SX4","COMPACT",14456
"SUZUKI","SX7","OTHER",2
"SUZUKI","SZ650","OTHER",1
"SUZUKI","TL-1000S","OTHER",1
"SUZUKI","TL1000","OTHER",1
"SUZUKI","TL1000R","OTHER",1
"SUZUKI","TRIKE","OTHER",1
"SUZUKI","TU2","OTHER",1
"SUZUKI","TU250","OTHER",4
"SUZUKI","TU250X","OTHER",4
"SUZUKI","V","OTHER",3
"SUZUKI","V-STROM","OTHER",6
"SUZUKI","V-STRONG","OTHER",1
"SUZUKI","V1800","OTHER",2
"SUZUKI","V1800K","OTHER",1
"SUZUKI","VALUSA","OTHER",1
"SUZUKI","VELENZIA","OTHER",1
"SUZUKI","VERONA","SUV",1332
"SUZUKI","VERUZA","OTHER",1
"SUZUKI","VI1500","OTHER",1
"SUZUKI","VI800","OTHER",4
"SUZUKI","VISTROM","OTHER",1
"SUZUKI","VITARA","SUV",1674
"SUZUKI","VL","OTHER",2
"SUZUKI","VL1500","OTHER",7
"SUZUKI","VL1500INT","OTHER",1
"SUZUKI","VL8","OTHER",1
"SUZUKI","VL800","OTHER",24
"SUZUKI","VL8000","OTHER",1
"SUZUKI","VL800K","OTHER",1
"SUZUKI","VLH800","OTHER",1
"SUZUKI","VLR","OTHER",2
"SUZUKI","VLR1800","OTHER",2
"SUZUKI","VOLOUSIA","OTHER",1
"SUZUKI","VOLUSIA","OTHER",2
"SUZUKI","VOULISA","OTHER",1
"SUZUKI","VR200","OTHER",1
"SUZUKI","VS","OTHER",2
"SUZUKI","VS1400","OTHER",5
"SUZUKI","VS1400GLP","OTHER",3
"SUZUKI","VS1400GLPK","OTHER",1
"SUZUKI","VS1500","OTHER",1
"SUZUKI","VS800","OTHER",3
"SUZUKI","VS800GL","OTHER",1
"SUZUKI","VS800GLP","OTHER",2
"SUZUKI","VS800GLT","OTHER",1
"SUZUKI","VSTOM","OTHER",1
"SUZUKI","VSTORM","OTHER",1
"SUZUKI","VSTROM","OTHER",5
"SUZUKI","VX800","OTHER",2
"SUZUKI","VZ1500","OTHER",2
"SUZUKI","VZ1500LS","OTHER",1
"SUZUKI","VZ1600","OTHER",2
"SUZUKI","VZ8","OTHER",2
"SUZUKI","VZ800","OTHER",12
"SUZUKI","VZ800X","OTHER",1
"SUZUKI","VZR","OTHER",1
"SUZUKI","VZR1800","OTHER",4
"SUZUKI","X-90","SUV",115
"SUZUKI","XL-7","SUV",14291
"SUZUKI","XR","SUV",1
"SUZUKI","XR1","SUV",2
"SUZUKI","ZR8","OTHER",1
"SUZUKI","ZX10R","OTHER",1
"SUZUKI","ZX7","OTHER",1
"SW","TRAILER","OTHER",1
"SWEEPER","SWEEPER","OTHER",1
"SWEETWATER","SWEETWATER","OTHER",1
"SWG","UT","OTHER",2
"SWGN","FLAT","OTHER",1
"SWGN","GN","OTHER",1
"SWGN","UTILITY","OTHER",1
"SYLVA","SYLVA","OTHER",1
"SYLVAN","TRAILER","OTHER",1
"SYM","ARNADA","OTHER",1
"SYM","FIDDLE","OTHER",4
"SYM","HD200","OTHER",2
"SYM","SYMBA","OTHER",1
"SYMBA","WOLF","OTHER",1
"SYNERGY","TAILOR","OTHER",1
"T","T","OTHER",4
"T","TRAILER","OTHER",1
"T/B","UT","OTHER",1
"T/R","T/R","OTHER",1
"TAG","ALONG","OTHER",1
"TAG ALONG","FLATBED","OTHER",1
"TAGA","FLATBED","OTHER",1
"TAHO","20.5","OTHER",1
"TAIL","TRAIL","OTHER",1
"TAILOR","TRAILOR","OTHER",2
"TAIZ","MOPED","OTHER",1
"TAIZHOU","ZHONGNENG","OTHER",1
"TAIZHOU ZHONGENG","MOPED","OTHER",1
"TAIZHOU ZHONGNE","TWO","OTHER",1
"TAKE 3","AC","OTHER",1
"TAKE 3","TRAILER","OTHER",1
"TAKE 3","UTILITY","OTHER",1
"TAKEOFF ELANTRA","HYUNDAI","OTHER",1
"TAL2021","SPORT","OTHER",1
"TAMA","TRAILER","OTHER",1
"TAMDEM","CARGO","OTHER",1
"TANDEM","5TH","OTHER",1
"TANDEM","AXEL","OTHER",1
"TANDEM","AXLE","OTHER",15
"TANDEM","BOAT","OTHER",4
"TANDEM","CAMPER","OTHER",1
"TANDEM","DUMP","OTHER",1
"TANDEM","ENCLOSED","OTHER",7
"TANDEM","GOOSENECK","OTHER",2
"TANDEM","HORSE","OTHER",8
